"timestamp","city","hour","day_of_week","month","day_of_year","hour_sin","hour_cos","month_sin","month_cos","doy_sin","doy_cos","is_weekend","is_peak_hour","is_night","season","temp_c","humidity_pct","windspeed_kmh","winddir_deg","windgusts_kmh","pressure_hpa","uv_index","dew_point_c","cloudcover_pct","visibility_m","precipitation_mm","rain_mm","heat_index_c","wind_chill_c","apparent_temp_delta","weathercode","aqi","dominant_poll","pm25_iaqi","pm10_iaqi","no2_iaqi","o3_iaqi","co_iaqi","so2_iaqi","aqi_cat_ordinal","aqi_cat_label","pollution_accumulation_idx","ventilation_idx","humidity_pm25_interaction","uv_o3_interaction","temp_range_c","temp_variance","wind_variance","aqi_lag_1h","aqi_lag_3h","aqi_rolling_3h_mean","aqi_rolling_3h_std","aqi_change_rate_1h","target_aqi_current","target_aqi_cat_current","target_pm25_day1_avg","target_aqi_cat_day1","target_pm25_day2_avg","target_aqi_cat_day2","target_trend_direction"
"2026-08-21T00:38:19.727163+00:00","Lahore","0","4","8","233","0.0","1.0","-0.866025","-0.5","-0.763889","-0.645348","0","0","1","2","26.9","93","5.0","39","7.6","978.0","0.0","26.9","10","5320.0","0.0","0.0","","","8.7","0","42","pm25","42","16","4.6","12.2","5.5","3.6","0","Good","16.212","11.9048","39.06","0.0","7.0","4.7566","2.0921","82.0","122.0","110.33","20.14","-45.0","42","0","118","2","110","2","1"
"2026-08-21T02:17:02.745137+00:00","Lahore","2","4","8","233","0.5","0.866025","-0.866025","-0.5","-0.763889","-0.645348","0","0","1","2","28.0","92","6.2","51","27.7","977.6","0.0","26.2","9","5320.0","0.0","0.0","34.1","","6.6","0","46","pm25","46","17","3.2","18.7","5.5","3.1","0","Good","14.2452","13.4783","42.32","0.0","7.0","4.7566","2.0921","82.0","122.0","110.33","20.14","-45.0","46","0","118","2","110","2","1"
"2026-08-21T03:41:08.259438+00:00","Lahore","3","4","8","233","0.707107","0.707107","-0.866025","-0.5","-0.763889","-0.645348","0","0","1","2","29.7","92","8.0","67","31.0","977.2","0.0","26.0","5","6420.0","0.0","0.0","40.21","","4.5","0","42","pm25","42","15","2.3","20.8","4.6","3.1","0","Good","10.08","19.0476","38.64","0.0","7.0","4.7566","2.0921","82.0","122.0","110.33","20.14","-45.0","42","0","118","2","110","2","1"
"2026-08-21T04:27:31.472942+00:00","Lahore","4","4","8","233","0.866025","0.5","-0.866025","-0.5","-0.763889","-0.645348","0","0","1","2","30.8","92","6.2","49","22.7","977.2","0.0","25.8","8","5300.0","0.0","0.0","44.65","","3.1","0","42","pm25","42","17","2.3","25.2","4.6","3.1","0","Good","13.0065","14.7619","38.64","0.0","7.0","4.7566","2.0921","82.0","122.0","110.33","20.14","-45.0","42","0","118","2","110","2","1"
"2026-08-21T05:22:53.432573+00:00","Lahore","5","4","8","233","0.965926","0.258819","-0.866025","-0.5","-0.763889","-0.645348","0","0","1","2","31.8","93","5.7","75","21.6","977.0","0.0","25.6","3","5300.0","0.0","0.0","49.52","","1.6","0","42","pm25","42","15","2.3","28.9","4.6","2.1","0","Good","14.2211","13.5714","39.06","0.0","7.0","4.7566","2.0921","82.0","122.0","110.33","20.14","-45.0","42","0","118","2","110","2","1"
"2026-08-21T06:26:31.483829+00:00","Lahore","6","4","8","233","1.0","0.0","-0.866025","-0.5","-0.763889","-0.645348","0","0","0","2","32.7","92","2.7","104","18.0","977.3","0.05","25.6","2","5300.0","0.0","0.0","53.25","","0.5","51","34","pm25","34","11","2.3","28.9","4.6","2.1","0","Good","24.1778","7.9412","31.28","1.445","7.0","4.7566","2.0921","82.0","122.0","110.33","20.14","-45.0","34","0","118","2","110","2","1"
"2026-08-21T07:34:28.632595+00:00","Lahore","7","4","8","233","0.965926","-0.258819","-0.866025","-0.5","-0.763889","-0.645348","0","1","0","2","34.1","91","4.1","145","19.1","977.8","0.65","26.5","4","5300.0","0.0","0.0","59.63","","1.0","0","34","pm25","34","11","3.2","26.9","4.6","2.1","0","Good","15.839","12.0588","30.94","17.485","7.3","6.2846","0.5861","82.0","122.0","110.33","20.14","-45.0","34","0","118","2","110","2","1"
"2026-08-21T08:26:12.866906+00:00","Lahore","8","4","8","233","0.866025","-0.5","-0.866025","-0.5","-0.763889","-0.645348","0","1","0","2","34.4","84","3.7","135","26.3","978.1","2.05","26.6","3","7380.0","0.0","0.0","56.44","","2.3","0","42","pm25","42","15","3.7","26","4.6","2.1","0","Good","20.8865","8.8095","35.28","53.3","7.3","6.2846","0.5861","82.0","122.0","110.33","20.14","-45.0","42","0","118","2","110","2","1"
"2026-08-21T09:24:45.785742+00:00","Lahore","9","4","8","233","0.707107","-0.707107","-0.866025","-0.5","-0.763889","-0.645348","0","1","0","2","34.3","78","3.2","137","15.8","978.4","3.5","26.7","3","8380.0","0.0","0.0","52.28","","3.9","95","42","pm25","42","19","4.6","26","4.6","2.1","0","Good","23.3625","7.619","32.76","91.0","7.3","6.2846","0.5861","82.0","122.0","110.33","20.14","-45.0","42","0","118","2","110","2","1"
"2026-08-21T10:19:04.725076+00:00","Lahore","10","4","8","233","0.5","-0.866025","-0.866025","-0.5","-0.763889","-0.645348","0","0","0","2","33.5","72","4.2","147","25.9","978.8","5.6","26.7","3","8380.0","0.0","0.0","46.04","","6.3","0","42","pm25","42","20","4.2","26","5.5","2.1","0","Good","17.2","10.0","30.24","145.6","7.3","6.2846","0.5861","82.0","122.0","110.33","20.14","-45.0","42","0","118","2","110","2","1"
