timestamp,city,hour,day_of_week,month,day_of_year,hour_sin,hour_cos,month_sin,month_cos,doy_sin,doy_cos,is_weekend,is_peak_hour,is_night,season,temp_c,humidity_pct,windspeed_kmh,winddir_deg,windgusts_kmh,pressure_hpa,uv_index,dew_point_c,cloudcover_pct,visibility_m,precipitation_mm,rain_mm,heat_index_c,wind_chill_c,apparent_temp_delta,weathercode,aqi,dominant_poll,pm25_iaqi,pm10_iaqi,no2_iaqi,o3_iaqi,co_iaqi,so2_iaqi,aqi_cat_ordinal,aqi_cat_label,pollution_accumulation_idx,ventilation_idx,humidity_pm25_interaction,uv_o3_interaction,temp_range_c,temp_variance,wind_variance,aqi_lag_1h,aqi_lag_3h,aqi_rolling_3h_mean,aqi_rolling_3h_std,aqi_change_rate_1h,target_aqi_current,target_aqi_cat_current,target_pm25_day1_avg,target_aqi_cat_day1,target_pm25_day2_avg,target_aqi_cat_day2,target_trend_direction
2026-05-06T01:49:23.236950+00:00,Lahore,1,2,5,126,0.258819,0.965926,0.5,-0.866025,0.826354,-0.563151,0,0,1,1,21.4,67,3.4,211,5.8,982.6,0.0,16.0,0,16840.0,0.0,0.0,,,2.7,0,55,pm25,55,27,10.1,41.9,5.5,5.6,1,Moderate,27.0147,6.1818,36.85,0.0,13.4,21.1708,3.1708,127.0,122.0,123.67,2.36,5.0,55,1,152,3,121,2,1
2026-05-06T05:19:58.210469+00:00,Lahore,5,2,5,126,0.965926,0.258819,0.5,-0.866025,0.826354,-0.563151,0,0,1,1,29.8,75,6.5,108,4.0,982.4,0.0,15.9,0,16440.0,0.0,0.0,35.76,,-7.7,0,66,o3,61,33,6.9,65.6,5.5,5.1,1,Moderate,16.4231,9.8485,45.75,0.0,12.8,18.2646,5.2291,127.0,122.0,123.67,2.36,5.0,66,1,152,3,121,2,1
2026-05-06T08:05:53.219019+00:00,Lahore,8,2,5,126,0.866025,-0.5,0.5,-0.866025,0.826354,-0.563151,0,1,0,1,32.8,61,6.0,180,9.0,983.6,2.5,17.2,0,16780.0,0.0,0.0,39.36,,-5.3,0,76,o3,57,30,6.4,76.0,4.6,4.6,1,Moderate,15.295,7.8947,34.77,190.0,12.8,18.2646,5.2291,127.0,122.0,123.67,2.36,5.0,76,1,152,3,121,2,1
2026-05-06T10:55:46.403158+00:00,Lahore,10,2,5,126,0.5,-0.866025,0.5,-0.866025,0.826354,-0.563151,0,0,0,1,33.2,39,5.3,274,8.6,983.9,6.05,14.8,0,17580.0,0.0,0.0,33.88,,-1.0,1,68,pm25,68,45,10.1,67.5,5.5,5.1,1,Moderate,17.834,7.7941,26.52,408.375,12.3,17.1258,7.0791,127.0,122.0,123.67,2.36,5.0,68,1,152,3,121,2,1
